Funcloc,Alamat1,Alamat2,Alamat3,Alamat4,SiteName
100000002848,Belakang Pasar Babulu Darat Jl Propinsi,Babulu,Kec. Babulu,PENAJAM PASER UTARA,Mckenzie-Bell
100000002849,"Argomulyo, Sepaku, Penajam Paser Utara",Argomulyo,Sepaku,Penajam Paser Utara,Lopez Inc
100000002850,Padang Panjang 1 Wali,Nagari Kambang Utara,Kec. Lengayang,PESISIR SELATAN,Owens-Hensley
100000002852,Kampung Koto Marapak Nagari Suranti,Kampung Koto Marapak Nagari Suranti,Kec. Sutera,PESISIR SELATAN,Baker-Lane
100000002854,Nagari Koto Nan Tigo Iv,Koto Hilir,Kec. Batang Kapas,PESISIR SELATAN,"Gomez, Burns and Grant"
100000002856,"Nagari Indrapura Selatan,",Kampung Sei Teguh,Kec. Pancung Soal,PESISIR SELATAN,"Washington, Smith and Mathews"
100000002857,Jl.Lintas Palangkaraya_Kuala Kurun,Kel. Lawang Uru,Kec. Banama Tingang,PULANG PISAU,Sanchez Group
100000002858,Jl.Linas Palangkaraya-Kuala Kurun,Kel. Tahawa,Kec. Kahayan Tengah,PULANG PISAU,Turner Group
100000002859,Jl. Sukajadi Rt 25/05,Kel. Purwodadi,Kec. Maliku,PULANG PISAU,Mclaughlin and Sons
100000002860,Jl. Nusa Indah Vi Rt 05/02,Desa Tahai Jaya,Kec. Maliku,PULANG PISAU,"Merritt, Wilson and Barnes"
100000002861,Desa Bandian,Desa Bandian,Kec. Sei Babuat,MURUNG RAYA,David-Price
100000002862,Jl. Garuda,Kel. Lompoe,Kec. Bacukiki,"PARE PARE, KOTA","Richards, Lucero and Young"
100000002864,Jl.Jend Sudirman Lorong Smun 2 Rt.02/04,Kel.Cappa Galung,Kec.Bacukiki Barat,"PARE PARE, KOTA",Pope LLC
100000002866,"Jl Bambu Runcing,",Desa Bumi Harapan,Kecamatan Bacukiki Barat,"PARE PARE, KOTA","Griffin, Graves and Richardson"
100000002867,"Jl. Bau Massepe,",Kel. Mallusetasi,Kec. Ujung,"PARE PARE, KOTA","Navarro, Greer and Green"
100000002868,Jl. Bahari Dusun Ii Rt.006,Ds. Tolole,Kec. Ampibabo,PARIGI MOUTONG,Humphrey and Sons
100000002869,Jl. Dusun Ii Pojaramba,Desa/Kel. Sipayo,Kec. Tinombo,PARIGI MOUTONG,Stone-Johnson
100000002870,"Jalan Sulawesi Lintas Timur, Dusun Iii",Desa BainaA,Kecamatan Tinombo,PARIGI MOUTONG,Porter-Stewart
100000002871,"Jalan Sulawesi Lintas Timur, Dusun I",Desa Ulatan,Kecamatan Palasa,PARIGI MOUTONG,White-Martin
100000002872,Desa Ambesia Barat,Desa Ambesia Barat,Kecamatan Tomini,PARIGI MOUTONG,Walker-Gill
100000002873,Dusun Iv,Desa Salampengut,Kec. Moutong,PARIGI MOUTONG,Todd LLC
100000002874,Jl. Trans Sulawesi,Desa Bobalo,Kec. Palasa,PARIGI MOUTONG,Levy Inc
100000002875,Jln. Pln Maesa,Kel.Maesa,Kec.Parigi,PARIGI MOUTONG,Page-Fitzgerald
100000002876,"Jl. Dusun V (Lima),",Desa Sidoan Selatan,Kec. Tinombo,PARIGI MOUTONG,Deleon-Salinas
100000002877,Piring RT 06,Desa Batu,Kec. Paringin Selatan,BALANGAN,Anderson-Brown
100000002878,Desa Mampari,Desa Mampari,Kec.Batumandi,BALANGAN,"Schultz, Richard and King"
100000002879,"Jl. Poros Ds. Balida, Rt.Ii,",Ds. Balida,Kec. Paringin,BALANGAN,Romero-Martinez
100000002880,"Jl. Poros Ds. Tariwin, Rt/Rw.01/01I,",Ds. Tariwin,Kec. Batumandi,BALANGAN,"Barnett, Leblanc and Carson"
100000002882,Dusun Kepala Bondar Barat Rt 1 Rw 4,Desa Bangun Purba,Kec. Bangun Purba,ROKAN HULU,"Bell, Cooper and Daniels"
100000002884,Jl.Wilayah Rt 04 Rw 02,Desa Giti,Kec. Kabun,ROKAN HULU,"Flores, Perez and Williams"
100000002885,Jl.Lintas Simpang Kumu Rt 02 Rw 02,Desa Kasang Mungkal,Kecamatan Bonai Darussalam,ROKAN HULU,Gutierrez and Sons
100000002886,Jalan Lintas Trasmigrasi Dsn Sidomulyo,Desa Mahato,Kec. Tambusai Utara,ROKAN HULU,Jones-Thompson
100000002887,Jl. Jurong/Duri Km.17,Kel. Bonai,Kec. BonaiDarussalam,ROKAN HULU,King LLC
100000002888,Dsn. Sumber Mulyono 431 Rt.06/03,Ds. Pasir Agung,Kec. Bangun Purba,ROKAN HULU,Christian LLC
100000002889,Kepenghuluan Sungai Nasib Rt 07 Rw 02,Sungai Nasib,Kec Bangko,ROKAN HULU,Juarez-Miller
100000002890,Jln.Mainroad 7 Rt2 Rw3 Pematang Silin,Desa Pujud,Kecamatan Tanah Putih,ROKAN HULU,Smith-Conley
100000002891,"Desa Sabulan,",Kel. Desa Sabulan,Kec. Sitio - Tio,SAMOSIR,Shaw-Shelton
100000002892,Jl.Way Sema Rt.003.Rw.001,Dusun Ganjaran Gumuk Rejo,Kec.Pagelaran,PRINGSEWU,Reyes Inc
100000002893,Desa Sidodadi,Desa Sidodadi,Kec.Pardasuka,PRINGSEWU,Keller-Taylor
100000002894,Desa Tambakrejo,Desa Tambakrejo,Kec Pringsewu,PRINGSEWU,Kennedy PLC
100000002895,Dusun Curah Buntung Rt 4 Rw 4,Desa Sumber Pitu,Sumber Pitu,PASURUAN,Rhodes Group
100000002896,Jl. Kemari Dsn Kemiri,Kel. Wonokoyo Beji,Pasuruan,PASURUAN,"Olson, Reyes and Mosley"
100000002899,Jln. Transulawesi Pandayora,Desa Pandayora,Kec. Pamona,POSO,Mccullough-Schroeder
100000002900,Jl. Pulawo Mentawi,Kel.Kayamanya,Kec.Poso,POSO,King-Short
100000002901,Jl. Usbah Rt06/Rw03,Desa Silanca,Kec. Lage,POSO,"Freeman, Evans and Flores"
100000002902,Jl. Trans Palu-Moruwali,Desa Kamba,Kec Pamona Timur,POSO,Nash-Swanson
100000002903,"Desa Bariri Rt.004,",Desa Bariri,Kecamatan Lore Tengah,POSO,"Orr, White and Carrillo"
100000002904,"Rt03/Rw01, Poso Pesisir",Desa Tiwa,Poso,POSO,Nelson-Shepard
100000002905,Jl Pantai Barat,Desa Tabuyung,Kec Muara Batang Gad,"PADANG SIDEMPUAN, KOTA",Barr-Woods
100000002908,"Desa Simanosor Tapus,",Kel. Desa Simanosor Tapus,Kec. Saipar Dolok Hole,TAPANULI SELATAN,Johnson LLC
100000002909,"Jl. Simp. Hajoran Link. I,",Kel. Pasar Gunung Tua,Kec. Padang Bolak,TAPANULI SELATAN,"Warner, Marks and Cook"
100000002910,Dsn.Bambon Rt.02 Rw.05,Desa Trewang,Kec.Grati,PASURUAN,"Fisher, Lynch and White"
100000002911,Jl.Sengon Agung Rt.03 Rw.04,Desa Sengonagung,Kec.Purwosari,PASURUAN,"Clayton, Santos and Stevens"
100000002912,Jl.Pegadaian Dusun Kebonwagen Rt04 Rw11,tejowangi,purwosari,pasuruan,Perry PLC
100000002913,Dusun Wonoanyar Rt 04 Rw 09,Kel. Karangjati Anyar,Kec. Wonorejo,PASURUAN,"Stafford, Reid and Rivera"
100000002915,Jl.Rambing-Rambingkiri,Desa Rambung Merah,Kec. Siantar Dati Ii,SIMALUNGUN,Wilkinson and Sons
100000002918,"Jl. Poros Jaya Bakti,","Desa Jaya Bakti,",Kec. Sampolawa,BUTON,Wilson-Berry
100000002919,Jl. Poros Lasallimu Dsn Waole,Desa Wolowa,Kec. Wolowa,BUTON,Nelson Group
100000002920,Wasilomata I Buton,Desa Wado,Wado,BUTON,Anderson Group
100000002921,Ds. Guwo Rt01 Rw01,Kel. Ketanggan,Kec. Tlogowungu,PATI,Brown-Dorsey
100000002922,Jl. Rejo Agung Rt 04 / Rw 01,Kel. Rejoagung,Kec. Trangkil,PATI,Stanley PLC
100000002924,Jl. Desa Plangitan Rt 10 / Rw 04,Kel. Pati Kidul,Kec. Pati,PATI,"Cooper, Moore and Bauer"
100000002925,Rt.3 Rw.3,Ds. Alasdowo,Kec.Dukuhseti,PATI,Ferguson-Fields
100000002927,Rt.03/Iii,Ds.Sumbersari,"Kec. Kayen,",PATI,"Bates, Mullins and Reese"
100000002928,Rt07 Rw 2,Desa Karangwotan,Kec Pucakwangi,PATI,"Whitehead, Wallace and Hunter"
100000002929,Gajahmati Rt.04 Rw.02,Kel. Gajahmati,Kec. Pati Pati,PATI,Carlson LLC
100000002930,Jl. RE Martadinata PTK,Pontianak,Pontianak,"PONTIANAK, KOTA","Wong, Howard and Parrish"
100000002931,Jl. Jend. Ahmad Yani Rt. 32 Rw. 12,Kel. Pasi,Pontianak,"PONTIANAK, KOTA",Luna and Sons
100000002933,"Jl. Uray Bawadi, Gang Budi Setya,",Sei Bangkok,Sei Bangkok,"PONTIANAK, KOTA",Mills-Jackson
100000002947,"Jl.Kalongan Krajan, Pegunting Rt05/Rw01",Krajan,Krajan,GROBOGAN,"Lambert, Lam and Richardson"
100000002948,"Dusun Ngombak, Rt.3 Rw.2",Ds. Kedungjati,Grobogan,GROBOGAN,Gamble-Hansen
100000002949,Dusun Temon Rt. 01 Rw. 01,Desa Temon,Kec. Berati,GROBOGAN,Smith LLC
100000002955,Kp. Kali Jurang  Rt. 01/02,Ds. Purwasari,Kec. Purwasari,PURWAKARTA,Schwartz Ltd
100000002957,Jl. Lurah Kawi,Desa Cikem Bandung,Kec. Jatiluhur,PURWAKARTA,"Gordon, Carlson and Burke"
100000002959,Jl. Basuki Rahmat,Kel. Sindang Kasih,Kec. Purwakarta,PURWAKARTA,Hicks-Jordan
100000002966,"Jln. Kembang Kuning Rt.03/Rw,02",Kel. Kembang Kuning,Kec. Pituruh,PURWOREJO,Stewart-Santiago
100000002967,Kliwonan Rt 001/002,Ds Girimulyo,Kec. Kemiri,PURWOREJO,Knight-Contreras
100000002968,Munggang Sari Rt 03/04 Cepedak,Kel. Purworejo Jateng,Kec. Bruno,PURWOREJO,"Schmidt, Fletcher and Rush"
100000002969,Jl. Dungus Rt.01 Rw.02,Desa Besole,Kec.Bayan,PURWOREJO,Walker-Becker
100000002970,"Ds. Ngaglik Rt. 03 Rt. 02,",Desa Dewi,Kec. Bayan,PURWOREJO,Hernandez Inc
100000002971,RT.06 RW.04,"Desa Teluk,",Kec. Purwokerto selatan,BANYUMAS,"Reyes, Mccoy and Murphy"
100000002972,"Desa. Karangpetir,","Desa. Karangpetir,",Kec. Tambak Banyumas,BANYUMAS,"Norris, Berg and Smith"
100000002975,"Lumbir Rt.05/04,","Ds.Lumbir,","Kec.Lumbir,",BANYUMAS,Vaughan-Ware
100000002979,Kampung Bodak Dusun Batu Menek,Desa Montong Terep,Kecamatan Praya,LOMBOK TENGAH,Baker PLC
100000002981,"Dsn. Pagutan,",Ds. Pagutan,Kec. Batu Kilang,LOMBOK TENGAH,Smith-Ross
100000002982,"Desa Pendem,",Desa Pendem,Kec Janapria,LOMBOK TENGAH,"Baker, Terry and Brown"
100000002983,Jl Lintas Rrm,Desa Sikara Kara Sp3,Kecamatan Natal,MANDAILING NATAL,Anderson LLC
100000002984,Jl. Lintas Pantai Barat Desa Sundutan 3,Ds. Teluk Balai,Kec. Natal,MANDAILING NATAL,Gray-Martinez
100000002985,"Jalan Lintas Mandailing Sumbar,","Desa Huta Nauli,",Kecamatan Ranto Baek,MANDAILING NATAL,"Woodward, Gardner and Murphy"
100000002988,Jl. Perdagangan Rt 01 Jorong Purwa Jaya,Purwa Jaya,Kecamatan Harau,"PAYAKUMBUH, KOTA",Ingram-Bryan
100000002989,JLN. BONAI INDAH TIMUR II,KEL PADANG TINGGI,KEC PAYAKUMBUH BARAT,"PAYAKUMBUH, KOTA",Mercado-Anderson
100000002990,Kel. Raha Iii,Kel. Raha Iii,Kec. Katobu,MUNA,"Parks, Peterson and Jimenez"
100000002991,Ds. Labasa,Ds. Labasa,Kec. Tongkuno Selatan,MUNA,Lambert Group
100000002992,Desa Kontomolepe,Desa Kontomolepe,Kec.Tongkuna,MUNA,Mason-Navarro
100000002993,Desa Ghonsume,Kel.Wapunto,Kec.Lohia,MUNA,Porter Ltd
100000002994,Rt.001. Rw001.,Desa Labunti,Kec. Laseleda,MUNA,"Edwards, Ortiz and Hill"
100000002995,"Jalan Pisang,","Desa Wawesa,",Kec.Patalaeworu,MUNA,Vazquez-Daniels
100000002996,Desa Wadalao,Desa Wadalao,Kec.Parigi,MUNA,Riley LLC
100000002997,Desa Loji,Desa Loji,Kec.Kulisusu,MUNA,Green LLC
100000002998,Jl.Batu Ampar Rt.6 Rw.3,Desa Arum Ayam,Kecamatan Serasam Timur,NATUNA,Santos Ltd
100000002999,PT.Syubhrasta Jl.Pasar 12 Dusun Pasar 12,Ds Aek Batu,Torgamba,LABUHANBATU SELATAN,Vega-Yang
100000003001,"Selat Beting,","Kel. Desa Sei Jambu,",Kec.Panai Tengah,LABUHANBATU,Morris-Jones
100000003002,"Jl. Protokol Km13 Tualang Pasar,","Kel. Desa Sei Tarolat,",Kec.Bilah Hilir,LABUHANBATU,"Young, Berger and Jackson"
100000003003,"Dusun Vi,","Kel. Dusun Cinta Makmur,",Kec. Panai Hulu,LABUHANBATU,"Stout, Glenn and Scott"
100000003004,"Dusun Purwosari,",Kel. Desa Negeri Lama Seberang,Kec. Bilah Hilir,LABUHANBATU,Garza-Branch
100000003005,Kebun PTPN IV Afdeling III Ds Ajamu,Ds Ajamu,Panai Hulu,LABUHANBATU,Allen Inc
100000003006,"Desa Bandar Kumbul,","Desa Bandar Kumbul,",Kecamatan Bilah Barat,LABUHANBATU,Chan-Ward
100000003007,Desa Sei Sentang Kec.Kualuh Hilir,Ds Sei Sentang,Kualuh Hilir,Labuhanbatu Utara,Lee Ltd
100000003008,"Jl. Dusun Baue ,","Kel. Desa Teluk Piai ,","Kec. Kualu Hilir ,",LABUHANBATU UTARA,"Harrison, Rangel and Carter"
100000003009,"Dusun IV Kuala Beringin,","Desa Kampung Baru,",Kecamatan Kualuh Hulu,LABUHANBATU UTARA,Dominguez Group
100000003010,"Jalan Simonis, Dusun I Simonis,","Desa Simonis,",Kecamatan Aek Natas,LABUHANBATU UTARA,Morgan-Molina
100000003012,Rt.02/ rw 03,Ds.Sridadi,kec.kemendung,REMBANG,Watkins Inc
100000003013,Rt03 / rw 01.,Ds. Doro Payung,Kec.pancur,REMBANG,"Stout, Gomez and Mckee"
100000003015,Jl. Rengat Tembilahan Rt 06 Rw 03,Desa Pl Gelam,"Kec,. Kuala Cenaku",INDRAGIRI HULU,Zimmerman-Walker
100000003017,Jl. Lintas Samudera Km 16 Rt 07 Rw 03,Desa Danau Rambai,Kec. Batang Gansal,INDRAGIRI HULU,Rose Group
100000003019,Jl. Kepayang Sari Rt 03 Rw 01,Desa Kepayang Sari,Kec. Batang Cenaku,INDRAGIRI HULU,"Henderson, Ellis and Johnson"
100000003021,Jl. Lintas Timur. Dusun Mekasih.,Ds Keritang,Kec. Kemuning,INDRAGIRI HULU,Moon-White
100000003023,Jl Lintas Selatan Dsn Benuang Rt07 Rw03,Desa Beligan,Kec. Seberida,INDRAGIRI HULU,Savage-Wallace
100000003025,Jl Negara Rt 2 Rw 2 Dusun 1,Desa Sei Binio,Kec Kelayang,INDRAGIRI HULU,Schwartz-Duncan
100000003026,Jalan Harapan Rt 06 Rw 06 Dusun 2,Desa Jati Rejo,Kec. Pasir Penyu,INDRAGIRI HULU,Contreras-Simpson
100000003027,Jl Lintas Selatan Rt6 Rw 3 Dusun 3,Desa Alur Cina,Kec Batang Cenaku,INDRAGIRI HULU,Beck PLC
100000003028,Jl. Poros Napal Dsn Ketipo Rt.06/01,Ds. Pauh Paranap,Kec. Paranap,INDRAGIRI HULU,Navarro Ltd
100000003029,Jl. Raya Patonggan Rt.03/02,Ds. Petonggan,Kec. Rakit Kulim,INDRAGIRI HULU,Cardenas PLC
100000003030,Ds. Puntikayu,Ds. Puntikayu,Kec. Batang Peranap,INDRAGIRI HULU,"Townsend, Martin and Ferguson"
100000003031,Jalan Pasir Kuala Rt01 Rw01 Kuala Pasir,Desa Danau Baru,Kec. Rengat Barat,INDRAGIRI HULU,Richardson and Sons
100000003032,Jl.Pasir Laban Komplek Antam,Pasir Laban,Cikotok,LEBAK,"Shaw, Lane and Hess"
100000003034,Kp. Cikesik Rt.01/02,Ds. Cikesik,Kec Wanasalam,LEBAK,"Singh, Adkins and Monroe"
100000003036,Kp. Barengkok Rt.02/01,Ds. Bejod,Kec. Wanasalam,LEBAK,Simpson Ltd
100000003037,Kp. Cilayang Rt.04/09,Ds.Cilayang,Kec. Curug Bitung,LEBAK,Stokes Inc
100000003038,Kp. Kopi,Ds. Prabugantungan,Lebak,LEBAK,Hicks Group
100000003039,Kp.Air Desa Cigintung,Desa Cigintung,Lebak Banten,LEBAK,Cook-Williams
100000003041,Arah Cisemeut,Ds. Kanekes,Kec. Lewi Damar,LEBAK,Sullivan Group
100000003042,Kp. Unggal Munding,Ds.Sukamarga,Kec. Sagra,LEBAK,Pittman Inc
100000003046,Jl.Poros Kolaka Bombana,Desa Raka Dua,Kec Poleang Barat,BOMBANA,"Yang, Mcdonald and Martin"
100000003047,Desa Baliara,Desa Baliara,Bombana,BOMBANA,Wilson LLC
100000003048,"Pelabuhan Pt. Pama,",Sungai Puting,Kec. Candi Laras Utara,TAPIN,Summers Inc
100000003049,"Desa Keladan,","Desa Keladan,","Kec. Candi Lanas Utara,",TAPIN,Fritz-Fields
100000003050,"Dusun Purek,Rt03,Rw01",Desa Beo Rahong,Kec.Ruteng,MANGGARAI,Farmer-Johnston
100000003051,Rt08/Rw03,Desa Wudi,Kec Cibal,MANGGARAI,Lewis and Sons
100000003052,Dusun Bungis,"Desa Labo,",Kecamatan Sangalangin,TORAJA UTARA,"Hamilton, James and Holmes"
100000003053,Desa Rinding Batu,Desa Rinding Batu,Toraja Utara,TORAJA UTARA,Mayer-Palmer
100000003054,Desa Tondon Langi,Desa Tondon Langi,Kec. Tondon,TORAJA UTARA,Ramirez Group
100000003055,"Jl. Ratulangi,",Rantepao,"Kec. Rantepao,",TORAJA UTARA,"Marshall, Stephenson and Smith"
100000003056,Dusun Mak Kawing Rt 1 Rw 1,Desa Mak Kawing,Kec. Balai,SANGGAU,Medina and Sons
100000003057,Ds. Mangkiang,"Kel. Kapuas,",Kab. Sanggau - Kalbar,SANGGAU,"Palmer, Camacho and Johnson"
100000003059,Jl Lintas Caltex Libo Baru Km 13,Desa Libo Baru,Kec. Kandis,SIAK,Roach PLC
100000003063,"Jalan Lintas Manduamas,","Desa Bondar Sihudon Ii,",Kecamatan Andam Dewi,TAPANULI TENGAH,"Hart, Williams and Tate"
100000003065,Jl. H. Agus Salim Sukarame,Kelurahan Pinang Sori Lrg Iii,Kecamatan Pinong Sari,TAPANULI TENGAH,Martin-Meyer
100000003066,"Dusun Huta Raja,","Kel. Desa Dalihan Natolu,",Kec. Dolok,PADANG LAWAS,Lee-Stein
100000003067,Kp. Jambu Bodas Rt. 01 Rw. 01,Desa Gunung Kramat,Sukabumi,SUKABUMI,Jones Inc
100000003071,Jl. Jampang Kulon Kp Cimapag Rt21/Rw09,"Ds. Loji,",Kec. Simpenan Sukabumi,SUKABUMI,Baker-George
100000003072,"Jl. Bojong Tipar, Kel.Cimerang Hilir,",Desa Cibojong Tipar,"Kec.Jampang Tengah,",SUKABUMI,"Bartlett, Short and Butler"
100000003073,"Jl.Datar Kaliki Rt.04 Rw.02,","Kel.Sinar Bentang,",Kec. Segaranten,SUKABUMI,Phillips-Sosa
100000003074,"Kp.Caringin 2, Rt.04 Rw.02",Desa Sumberjaya,Kec.Tegalbuleud,SUKABUMI,Butler LLC
100000003075,Kp. Cicadas Rt 04 Rw 03,Ds. Cicadas,Kec. CisolokÂ ,SUKABUMI,Phillips-Jackson
100000003076,Dusun Ciguyang Rt. 05 Rw. 05,Desa Curug,Lor Kecama,SUKABUMI,Walker and Sons
100000003077,Jl. Pabuaran Kp. Ancaen Rt 01/01,"Kel. Hegar Manah,",Kec. Segaranten,SUKABUMI,Stout Ltd
100000003078,"Kp. Simpang Rt 02/10, Kab. Sukabumi",Ds. Cisolok,Kec. Cisolok,SUKABUMI,"Blake, Hogan and Humphrey"
100000003079,"Kp. Cikupa Rt 02/06,",Desa Lebak Sari,Kec. Parakan Salak,SUKABUMI,"Reese, Mendez and Lee"
100000003080,Jl. Sindang Palai Rt 02/06,Kel. Pesawahan,Kec. Cicurug,SUKABUMI,"Snyder, Anderson and Sanchez"
100000003081,Dsn. Kobak Kendal Rt.07 Rw 04,Ds. Kendal Jaya,Kec. Pedes,SUKABUMI,Church-Murphy
100000003082,Kampung Bumiayu Rt 01 Rw 06 Kertangasana,kel. Sukabumi,Kec. Nyali,SUKABUMI,Williams Group
100000003083,Bukit Baros Cempaka,Baros,Cempaka,SUKABUMI,Costa Inc
100000003085,Jl. Cipatuburan Penginapan Rt 04 / 12,Ds. Citarik,Kec. Plabuhan Ratu,SUKABUMI,Lewis and Sons
100000003086,Kp. Cimahi Rt.02/Rw.02 Kab. Sukabumi,Ds. Citanglar,Kec. Surade,SUKABUMI,"Brewer, Wagner and Thompson"
100000003087,Jl. Pelita Kp.Pesawahan Rt 04/18,kel. Sukabumi,kec. Sukabumi,SUKABUMI,Williams-Reyes
100000003088,Jl. Raya CidologÂ  Rt 02 / 03,Ds. Tegal Lega Sagar,kec. Sukabumi,SUKABUMI,Morris Inc
100000003089,Kp. Ciranca,Sindang Resmi,Takokak,CIANJUR,Howard Group
100000003091,Dusun Wage RT 01 RW 05,Desa Greged,Kec.Greged,CIREBON,Murphy LLC
100000003093,Jl.Raya Ciracas Sindang Rt005/Rw002,Desa Putat,Kecamatan Sedong,CIREBON,Smith Inc
100000003121,"BLOK SUMUR BUAH RT.01/RW.02,","DESA SEDONG KIDUL,",KEC. SEDONG,CIREBON,Ray-Snyder
100000003124,"Hotel Tambora, Sumbawa Besar, Su",kel. Sumbawa,kec. Sumbawa,SUMBAWA,"Newman, Bond and Jones"
100000003127,"Rt.07 Rw.03, ,",Desa Gontar,Kecamatan Alas Barat,SUMBAWA,"Kirby, Williamson and Trujillo"
100000003128,Jl Mere Balas  Ds Ngeru Kec Moyo Hilir,berare,moyo hilir,sumbawa,"Nguyen, Pratt and Brown"
100000003131,"Dusun Brang Rea Â Rt.03/02, ,",Desa Brangrea,Kec. Moyo Hulu,SUMBAWA,Williams-Clayton
100000003132,Gang Udayana Rt.06.Rw.03,Desa Plampang.,Kecamatan Plampang,SUMBAWA,Carter-Kennedy
100000003133,"Rt.03/Rw.01, Dusun Gunung Setia, ,",Desa Telaga,Kec. Ropang,SUMBAWA,Johnson Group
100000003134,Jl.Keputihperintisiii/Surabaya,"kel. Surabaya,","kec. Surabaya,","SURABAYA, KOTA","Randall, Williams and Bishop"
100000003135,"Kampus C - Unair, Mulyorejo",Mulyorejo,Mulyorejo,"SURABAYA, KOTA",Carr and Sons
100000003138,Jl. Simorejo Bariah No. 16A,Kel Simomulyo,Kec. Sukomanunggal,"SURABAYA, KOTA",Wilcox Ltd
100000003139,Kebonsari Elveka V,Kel.Kebonsari,Kec. Jambangan Surabaya,"SURABAYA, KOTA","Sanders, English and Hayes"
100000003141,Jalan Wiyung Rt.03 Rw.03,Kel. Wiyung,Kec. Wiyung,"SURABAYA, KOTA",Gonzalez Group
100000003143,Jl.Banjarsugihan,Kandangan,Benowo,"SURABAYA, KOTA","Hoffman, Schaefer and Chapman"
100000003148,Kodikal Morokrembangan,Morokrembangan,Morokrembangan,"SURABAYA, KOTA",Gray-Brown
100000003156,Jl. Raya Mangundiprojo,Sidoarjo,Sidoarjo,SIDOARJO,"Frank, Roberts and Day"
100000003157,Jl.Desa Sadang 05/02,Desa Sadang,Kec.Taman,SIDOARJO,Weiss LLC
100000003158,Gunung Anyar Jaya Rt09/04 Blok C,kel. Sidoarjo,kec. Sidoarjo,SIDOARJO,"Campbell, Pennington and Stewart"
100000003162,"Jl Mindi Utara, Ponpes Tarbiatus Syuban",Mindi,Porong,SIDOARJO,"Smith, Winters and Blankenship"
100000003164,"Desa Kaban Julu,","Desa Kaban Julu,",Kec. Lae Parira,DAIRI,"Palmer, Lopez and Blackburn"
100000003166,Dusun Kampung Induk Desa Pakuan Aji,Kel. Sukadana,Lampung Timur,LAMPUNG TIMUR,Cunningham-Shaffer
100000003167,"Dusun X Purwo Makmur Rt.033/ Rw. 010,","Kampung Purwo Kencono,","Kec Sekampung Udik,",LAMPUNG TIMUR,"Roberts, Marks and Gonzalez"
100000003168,Rt003/02 Purwodadi Mekar Batang Hari,Desa Sidomukti,Lampung Timur,LAMPUNG TIMUR,Stewart PLC
100000003169,"Jl. Singa, Â Lingkungan 2",Kel. Lt. Benteng,Kec. Maritenggae,SIDENRENG RAPPANG,Galvan Ltd
100000003170,Dusun Panreng Rijang,Kel.Panreng,Kec.Baranti,SIDENRENG RAPPANG,"Myers, Walker and Williams"
100000003171,Dusun I,Desa Belawei,Kec.Pitturiase,SIDENRENG RAPPANG,Valenzuela Inc
100000003172,Jl. Korban,Desa / Kel.Baranti,Kec. Baranti,SIDENRENG RAPPANG,"Jones, Delacruz and Carroll"
100000003173,Desa / Kel. Buae,Desa / Kel. Buae,Kec. Watang Pulu,SIDENRENG RAPPANG,"Werner, Larson and White"
100000003174,Rt 01,Desa Tanjung Jan,"Kec,Jempang",KUTAI BARAT,Davis Group
100000003175,Dusun Tapang Pulau Rt./Rw. 001/002,Tapang Pulau,Belitang Hilir,SEKADAU,"Flores, Carter and Castaneda"
100000003176,Dsn.Lendang Bunga,Ds.Kalijaga,Kec.Aikmel,LOMBOK TIMUR,Webb Inc
100000003179,Dusun Otak Kebon,Ds. Karang Baru,Kecamatan Wanasaba,LOMBOK TIMUR,Johnson-Randall
100000003181,"Desa Santong,","Desa Santong,",Kec. Terara,LOMBOK TIMUR,"Campbell, Mckinney and Underwood"
100000003182,Suwangi Utara,Desa Suwangi,Kec Cakra,LOMBOK TIMUR,Jones and Sons
100000003183,Rt.02 Rw.01,Desa Baluase,Kec. Dolo Selatan,SIGI,Robinson-Kemp
100000003184,Rt.01Rw.02,Desa Mati Koleh,Kec. Dolo Barat,SIGI,Johnson PLC
100000003185,Jalan Matahari Rt.10 Rw.03 Dusun Ii,Desa Langaleso,Kec. Dolo,SIGI,Clark and Sons
100000003186,Dsn. Omu Rt01 Rw.01,Desa/ Kel. Omu,Kec. Gumbasa,SIGI,Morris-Brady
100000003187,"Jl. Palu Napu, Km 52.","Desa Sejahtera,",Kec. Palolo,SIGI,Gutierrez PLC
100000003188,Jl Kh Mochamad Gasim Maragau Rt01 Dsn 6,"Desa Kalukubula,",Kec. Sigi Barimaru,SIGI,Osborn-Meyers
100000003189,Dusun 1,Desa Sibowi,Kec. Tanambulava,SIGI,"Johnson, Green and Hernandez"
100000003190,"Ds. Tinggede Selatan,","Ds. Tinggede Selatan,",Kec. Marawola,SIGI,Rhodes PLC
100000003191,Jl.Palu Souloe Dusun 1 Rt.06 Rw.01,Desa Sidera,Kec. Sigimiromaru,SIGI,White-Wilson
100000003192,Jl. Pramuka,Desa Pombewe,Kec. Sigi Biromaru,SIGI,Alexander PLC
100000003193,"Jl. Desa Gampong Pante Siren,","Desa Gampong Pante Siren,",Kec. Titeu,PIDIE,Williams-Jackson
100000003195,Jalan Guha Tujoh,Gampong Cot,"Kecamatan Muara Tiga,",PIDIE,Watts Ltd
100000003199,"Desa Lancang,","Desa Lancang,",Kecamatan Kembang Tanjong,PIDIE,"Wagner, Williams and West"
100000003201,"Desa Tuha Suwiek,","Desa Tuha Suwiek,",Kecamatan Indra Jaya,PIDIE,Kirby Inc
